date,text,stars
4/20/2023,"The product arrived in a timely manner.  Broken screen though.  It was shipped in the original box, which was flimsy and not a shipping carton     it also had refurbished info on it, I thought it was new    Could not return it to the store because it was sold by 3rd party .   Which means I had to print labels, take it to FedEx and no wait for a refund.   Not a good experience.   The company just wanted to send me another one, which is stupid to think it would arrive any different.   I am now waiting for my refund and looking for another TV.",2 out of 5 stars review
4/18/2023,"Brought this tv a year ago and about a few weeks, I’ve noticed lines showing on the screen.  Then it just recently turned the whole screen into discoloration.  So disappointed because it’s a brand new tv.",2 out of 5 stars review
7/12/2022,"tv is nice for the price and works but if your lookin for a tv for the latest console this isnt it it supports up to 1440 and its not 4k UHD like it says, i was lookin for a good tv for my daughter thinkin this tv would support some or most of what the xbox series s has but it doesnt, might return this tv for something that is true",2 out of 5 stars review
3/4/2023,Not even a year yet and the TV picture has scratch marks on the color that go left and right across the screen.  Vizio is usually a good brand. Bought it for my son's birthday and the huge barcode-type scratch on the color looks horrible across the screen. Gonna try my luck at their warranty service. Will update review later,2 out of 5 stars review
1/6/2024,"Bought this TV as a replacement for my last 43 inch. Wanted something with a better picture for gaming mainly and movies secondly. I cannot complain about the picture it was perfect. But the fact that only 2 months after buying it new the screen started going out in spots, then can streaks across the screen, flashing spots, and lines from side to side top to bottom constantly changing. You cannot use it for anything I bought it for. You cannot see a clear picture anymore. I’ve tried resetting it to factory, I’ve tried updating it but nothing works. Even with a 4yr warranty I have yet to get it replaced, last time I tried they canceled out my claim mid way. Not sure if it was time limited or what.",2 out of 5 stars review
2/1/2024,My last Visio tv lasted years. This one is HD and the picture is not as good as my last one. It changes to different color modes without being selected. It will also go from the volume I have selected to really loud on its own. You ask why I have not returned it? I am almost 70 and getting it in the car would be very difficult at best. I put my old tv in this ones box and my brother came and helped get rid of it. Hate this tv!,2 out of 5 stars review
2/6/2024,"I am disappointed.  The sound is bad.  It sounds like the people are speaking in an empty room, or a tunnel.  But even more disappointed in the remote, it is unresponsive.  Sometimes not responding at all, or 10 seconds later.  I really want to return the Vizio 55inch, but I threw away the box b4 testing it out.",2 out of 5 stars review
10/10/2023,"The shipping was great, quick, and delivered with care. but the tv isnt working. there are frequent interruptions saying network issues when the wifi has no problem.  this happens atleast 10 times a day",2 out of 5 stars review
3/12/2023,"not even a year after purchase and the tv has lines and flashes at the bottom. amazing my vizio ive had for 10  years is still going strong but this one buyer beware! its mounted on the wall and hasnt been touched sonce it was put up on the wall but there are 3 areas(bottom,middle,and top) where theres lines from ome side to the other and honestly im not thrilled about it. guess ill stick to a better brand when this one takes a crap which i have a feeling will be soon!",2 out of 5 stars review
4/29/2023,"At the time of my review I have had this tv for 1 1/2 months. I have many things I like and dislike about this tv. This tv is replacing a 10 year old 32 inch 720p toshiba tv. 

Likes: Size, picture quality, sound, smart tv loaded with most apps I use. 

Dislikes: Strong electoric smell when in use, noticeable humming when tv is used for extended time. 
Something that started recently is the TV randomly going black screen after a couple hours of use. TV stops responding besides powering down. This has happened 3 times in the last week and it never happened before.",2 out of 5 stars review
9/30/2023,"I have hooked this TV to a speaker bar. All of the sudden no sound!!! Then I use the volume from the TV and same thing…. No sound!!! This started when I was in hospital approximately 2-3 months ago and is getting worse. I will add a photo, but it doesn't matter, bc it's the sound not the looks…. Extremely disappointing!!!",2 out of 5 stars review
12/25/2023,I have not received my television as yet from my shipper due to walmart not sending the tracking numbers for the items i purchased. i have had problems like this in the past when the tracking information is not provided and the shippe tends to hold my item for awhile. the television was a gift for someone and christmas had come and tehy did not receive their gift. So at this present time i wish to not give any stars.,2 out of 5 stars review
1/2/2024,"WiFi does not stay connected. Volume is not loud and when you turn up past 80, it ends up muting itself. Have to have a soundbar to hear and not sure what to say about the WiFi. It disconnects and you are stuck staring at a spinning arrow for every bit of 2:30mins before it says unable to connect. Maybe just this unit, but I returned.",2 out of 5 stars review
12/27/2023,Good tv good quality too sad some apps aren’t available but nothing air play can’t fix but when I’m watching shows the screen tends to flicker to bright and dark and sometimes even green I have had the tv for less than a week so not really happy about that,2 out of 5 stars review
1/12/2024,"The tv for the most part is fine. The issue I have is it's preloaded with a bunce of apps nobody I know uses. Most of the apps are for pay programming, not free. Apps like Disney, Netflix, Hulu, Max, Sling. I wanted a TV that I could load with MY apps, not decided on by Vizio. You can't add any, and you can't remove any either! The remote is very slow to respond as well. I'll keep the tv for a while and then give it to a family who needs one. I will not buy another Vizio though.",2 out of 5 stars review
8/2/2023,"Dislike this tv very much. We have always used a Vizio and loved them, Howe not this one. It has had to have multiple update and it's not very loud. I do not have a very big living room and I have to have the volume up to at least 60-65 . Crazy. Also doesn't want to change channels or sources not sure why.  I would not have bought this tv if I knew of these issues. The picture is great. Visual effects great . Other than that not work the money.",2 out of 5 stars review
9/12/2023,"Initial setup was super easy but I cannot get the picture how I want it despite (or because of?) the plethora of controls. Smart Cast creeped me out, added the app to my phone and next morning when we got up the camera was on. Also the Home Screen is gaudy and intrusive. Wish I’d bought TCL Roku again.",2 out of 5 stars review
7/22/2023,"It's a nice tv; however, you have to turn the volume up to get a good sound.  I had to return mines because the output didn't work.  Vizio kept putting it on cable but a representative from cable came out and proved to me that the output isn't working with the tv.  After numerous phone calls to Vizio they  ordered a repair person to come out.  It took 2 weeks for them to contact me to make an appointment to come out.  In that time frame, I had returned the tv.",2 out of 5 stars review
2/3/2024,"it doesn't get alot of apps i wanted, directv, Spotify, or alot of shows. i had to spend more money on hdmi streaming things in order for it to work for me.  if i would've known before mounting them up. id return them.",2 out of 5 stars review
1/30/2024,I was quite surprised because I have got Vizio TVs before but the color on this one. It's not bad at all either too bright but the picture is not sharp. It's just that I was disappointed.,2 out of 5 stars review
12/4/2023,"The tv is great and works fine. Just what we expected.  However, getting the tv was a nightmare. It was a black Friday deal. Ordered it online and it said to pick up after 11am. We get there to be told our order was cancelled. Called customer service and she was busy so hung up on us.  I went inside and found a sales associate willing to help. She found that another store had the tv so we drove to a store farther away and was able to purchase it.  I will say the stress is high with the workers on black Friday. Beware.",2 out of 5 stars review
11/30/2023,"Very disappointed. I've had the Visio 50"" Class V 4k for 6 days and regret the purchase.  1) The audio goes out intermittently throughout the day. 2) Having to go the guide and scroll to change channels. 3) The WatchFree feature will get hung while loading the guide so I have had to unplug the tv to reset.
I am a senior citizen, I ordered the tv online and had the tv delivered to my home. Now I have to find a way to return to 50"" tv the store because I don't have a home printer to print the return label so fed-x can pick it up.",2 out of 5 stars review
11/4/2023,Quick delivery but unlike Amazon they send the product in the product box. They leave it just anywhere and someone sees a big TV they could have stolen it!! You send all your products in original boxes so never send something as a gift because they will know. You really need to put it in a regular box 📦  so no one will see what they can steal.. %23poor shipping boxes%23 delivery instructions never followed!,2 out of 5 stars review
11/18/2023,"The actual hardware of this TV is nice. It has a gorgeous picture, and a really nice and sturdy feeling construction. It looks and FEELS like a premium tv, which is impressive at this price

Where it falls apart is the OS this tv runs. Unlike the Roku OS, which has a simple homescreen that shows your apps and recent inputs, this Home Screen is annoying crap that gets in the way

It’s mostly movies and tv shows it’s trying to shove down your throat, and the app bar is shoved out of the way.

Worst of all, it comes pre installed with tons and tons of apps, and you can’t delete any of them!!! Junk like “FailArmy” are permanently on my TV and in the way when I just want to access YouTube, Hulu, and Netflix. It’s an absolute pain.",2 out of 5 stars review
11/13/2023,"After the sixth purchase of Vizio TVs, the/55 inch I just received, has been a grave disappointment. My first visit was about 10 years ago and it lasted about eight years of almost continuous play. I stream HD content almost 24 hours a day since retiring . The TV even plays while I'm sleeping most nights. 

These lcd screens have come a long way recently. I've got a large competitors panel in a family room and although it's priced a bit higher the difference in screen detail and artifact problems is significant. This Vizio model has done nothing to address black bleed and serious edge blurring problems I coups have overlooked in older panels. 
I started buying Vizio because of was the only TV panel you could get that was produced in any lar...",2 out of 5 stars review
12/28/2023,I brought the tv for my grandson for Christmas and they sent me the wrong feet for the tv so it can’t be on the stand and being that I ordered in November that nothing I can do.,2 out of 5 stars review
1/3/2024,I liked the size and price point but the TV resolution was just too poor.  I had a 13 year old TV that had a better picture.  I recommend looking at other TVs in person at this price point to get one with a better picture.,2 out of 5 stars review
1/19/2024,I ordered the V655-J09 and the gave me the V655-J04.  I read online WAL-MART has done that to a lot of folks.  Pretty shady if you ask me.  Disappointed!,2 out of 5 stars review
8/1/2023,"disappointed in vizio. long time customer and recently purchased the v series 50"" smart tv. ecxited to install it only to find out that smart cast was not available. returned it and upgraded to the 65"" and still have the same problem like the other reviews were smart cast was not available on both 50 and 65"" smart tv. vizio was highly talked about reliable and affordable but this was very disappointing",2 out of 5 stars review
7/28/2023,there is a issue with the HDR 10 SETTINGS  ON XBOX SERIES X there is a fix allowing you to enable the setting buy opening the Netflix app and changing the setting but still a very frustrating software problem that VIZIO doesn't seem to care enough about to update the tv 😑 that definitely would have made me return the tv if i didn't dig very deep on forums to find a fix other than that works great and am happy with it,2 out of 5 stars review
10/1/2023,"Once it's on it functions okay. Sometimes it takes a few tries and a power cycle from the toolkit page to get it to show the home screen. Also, it won't turn off. It turns off, then five seconds later turns back on. So to turn it off you have to unplug it. I would return it but by the time I had a chance to deal with it, the return window had closed. Overall I don't recommend it if you watch much tv. It was cheap and I don't use it much, so I'll just live with it. But I definitely wouldn't buy it again.",2 out of 5 stars review
3/24/2023,wish I hadn't bought this tv. it constantly loses connection to the Bluetooth headphones and or speaker. if I cast something to it like a movie or something from YouTube it skips constantly. nothing seamless about it at all. I constantly have to reboot it so that it will see other devices or stay connected. probably the worst purchase I've ever made as far as the TV goes.,2 out of 5 stars review
4/21/2023,"This television worked perfectly for about a week or two and then the screen would turn white, no picture at all but the sound would still be heard. Day by day the screen would stay blank for longer periods of time and it would occur more frequently. 
My brother researched online to troubleshoot and we discovered that the problem had something to do with the backlight inside of the television. So this particular television had a defect of some kind so it was returned to Walmart and I bought a 65 inch TCL, which was over a hundred dollars cheaper.",2 out of 5 stars review
7/7/2023,"I bought this TV less than 2 months ago and it will not power on. Called manufacturer and they tried through the internet with no luck. Now they want to send a repair tech out, which was 2 days ago since I was told this and have yet to hear from anyone.",2 out of 5 stars review
8/23/2023,"You better be on point with these delivery guys because they would deliver your package, but they don't knock.  Good thing my husband was there and heard them at the door.   By the time he got to the door, the delivery guy was getting back on the elevator.",2 out of 5 stars review
8/16/2023,"arrived damaged in box with a large dent on the tv box itself. the tv case was damaged and pulled the frame away from the screen. also i requested must sign for delivery and the driver dropped it off on my neighbor's porch instead and deleted the sign request Other then that, it  is a good brand and otherwise works good. This is definitely a fedex delivery issue.",2 out of 5 stars review
9/5/2023,"Terrible picture, it needs to be adjusted for all aspects of color and brightness every time you change programs and also many times when scenes change. I have been very satisfied with a Vizio TV I had in the past but this is the worst tv for picture quality I have ever owned.",2 out of 5 stars review
7/30/2023,My purchase came as expected but when I unboxed it and tried to use it the device did not power on. I had ti box it back and borrow a neighbor's truck to bring it back. The Walmart that I went to closest to my house only had the bigger models so was force due to time constraints on spending more money and having to use another person's vehicle due the the size purchase.,2 out of 5 stars review
8/7/2023,"So the TV works OK. Not great. The resolution is no better than our old one that died (1080ppi), and this is supposed to be a 2160ppi resolution. It's disappointing.

Streaming is okay. So far, no buffering. The drawbacks are as follows... 
1.) The screen ratio/dimension is smaller than our old one even tho it is the same size - 43""
2.) Amazon Prime Video, the screen display ratio is even worse. The picture doesn't fill the screen - you get the old top and bottom black bars - ""cinema or widescreen view"" even tho the TV is a widescreen 16:9 ratio. Go into settings, and you have one option for screen display - ""Normal"" - and nothing else, so you can't really adjust it. Why even offer it, if you can't adjust it. Pointless.

It took me a while ...",2 out of 5 stars review
9/19/2023,"Tv arrived from spark delivery - Which isn't a bad thing but,I had set it up for freight shipping. 
When I opened the Vizio tv everything looked 100% fine but when I tried to turn it on either with the remote or manually the light would come on and go dim and the screen would make a weird computer sound and nothing /( -had to set up return with Measrk freight they picked up but have not been credited back yet- its been since labor day almost 2. Weeks",2 out of 5 stars review
10/16/2023,"I purchased the TV and it was delivered the next day.  I ordered the mounting service add on. It was scheduled to be wall mounted two days after I received it.  Two weeks later it still sat in the box.  Multiple calls to Walmart and Angi (as in Angi's list) Walmart's service provider got me little help.  Walmart said it wasn't their problem it was an issue with the installer.  I pointed out that I bought it from them not Angi.  I was told it was in the fine print and I that I had signed.

It's just too much trouble to explain here.  Just don't get the add on mounting service. Trust me.",2 out of 5 stars review
4/20/2023,I do not like the way the picture looks it’s not exactly clear like maybe a Samsung I used to have. And when you turn it’s a two-step program.  You hit the power button and you have to hit another button and then arrow down to when you get to the HMDI. It was cheap that’s what I got,2 out of 5 stars review
6/9/2023,"The tv has a great picture and volume is good. However, overall it has been a very disappointing and frustrating purchase. Hardly any of the apps work on it. I cant watch Netflix, HBO Max, or Hulu. Screenshare also does not work. Its extremely frustrating. I would return if I could.",2 out of 5 stars review
8/19/2023,For some reason the picture on this TV is just bad. I can't get the tones and sharpness adjusted and it keeps telling me it is format unsupported. I have never had this kind of trouble with a Vizio. So disappointed. I will probably return it if possible.,2 out of 5 stars review
12/18/2023,"Didn’t even have it for 2 years , randomly started glitching purple lines and had this hot  spot in the bottom right corner .",2 out of 5 stars review
2/16/2024,"It's a nice tv, but was advertised as Roku tv.  It doesn't have Roku channel!  I am planing on returning.",2 out of 5 stars review
2/2/2024,I would not buy this t v again. The picture is grainy and the sound is terrible. It will not let me use my Alexa remote.,2 out of 5 stars review
2/6/2024,"I received a J04 TV according to the Model %23 on the back. Please get back to me on this ASAP. Also, very frustrating and difficult on set up.",2 out of 5 stars review
1/11/2024,"The sound is bad, and ONLY Roku wireless speakers are compatible.",2 out of 5 stars review
11/15/2023,The response time is so slow it makes you think the TV was turn off amd then back on. There is over a 6 sec delay when switching inputs and about 4-6 seconds in between channels. not good,2 out of 5 stars review
11/19/2023,Sound on this tv is horrible. I wish I had bought at store instead of online I would definitely take it back.  The sound is so. Cheap   Would not buy again,2 out of 5 stars review
11/3/2023,Not even a week later we turned the tv on and there was a fat lines running through it. We turned it on and off and it did go away. Volume is ridiculously low. Will be returning this ASAP.,2 out of 5 stars review
11/28/2023,nice young man but his mother was rushing him. did not deliver to my door. i tipped for said delivery. they were going to leave the tv out side. with noone. not even bring it to my apt door. a little angry about this woman.,2 out of 5 stars review
3/11/2023,"Budget monitor, worked well for almost 2 years, however the screen burns out and freezes (see photo). This was my first budget TV and further justifies paying for quality hardware versus cheapest.",2 out of 5 stars review
12/23/2023,"The corners are very light,sound is awful, picture quality is definitely NOTHING to rave about. I give this product a D-",2 out of 5 stars review
6/13/2023,"The feet are not very supportive. The tv was not very stable so when the table got bumped over it went, and the screen was destroyed. Sigh. The picture was nice, the sound quality was not great, but until it fell over it was acceptable.",2 out of 5 stars review
10/8/2023,The delivery was delayed a day. The delivery was sent to wrong pick up point. The remote control was defected. Walmart was unable to replace remote without refunding the TV. I had to pay an outside business to get a replacement remote.,2 out of 5 stars review
10/23/2023,picture was nice. everything was good for 4 days. then iheart would randomly come up no matter what hdmi port i was on. would not buy this tv again. and definitely would not recommend to my worse enemy.,2 out of 5 stars review
9/6/2023,It's an okay TV. I don't like that there are some apps it won't allow you to download. It blocks apps in order to make you pay for the service through Vizio. For example I have ESPN  as a bundle with Hulu and it won't allow me to add it to the TV.,2 out of 5 stars review
10/13/2023,I've ordered 2 TV and both were damaged during shipping. So I don't see myself ordering another TV its a hassle for the carrier to pickup the damaged item. And takes 3 weeks for them to issue my refund,2 out of 5 stars review
9/30/2023,Everything worked mechanically very poor picture not bright one time. It was cloudy next time it would be OK. Just a very poor choice. Some people have had good luck I didn't.,2 out of 5 stars review
9/20/2023,"The TV had a lot of problems and I had to return it. It was not comparable with DIRECTV and video game consoles, but it may have just been this one faulty TV.",2 out of 5 stars review
7/25/2023,i bought the TV online without ever seeing the picture quality.  i went into the Wal-Mart store and was very unimpressed with the picture quality as i mentioned.  i wound up returning it for another brand and larger screen size.,2 out of 5 stars review
9/11/2023,"The volume key does not work properly, often when turning volume up it goes all the way up or if turning down goes all the way down, happens to my other Vizio tvs too.",2 out of 5 stars review
5/28/2023,I have not owned this tv for 90 days and every day now for 4 days I have to reset the tv everyday to watch digital cable. It resets to analog.I have tried everything from unplugging power and cable. It has a great picture but now it's my headache since I didn't purchase a warranty.,2 out of 5 stars review
3/2/2023,"Not great for 4K gaming or devices that use HDMI 2.1 for 4K. The latest update prevents you from using HDMI overrides because they go back to auto.

Other than this issue, it's a great tv. Maybe future updates will fix it but unsure if they will come anytime soon.",2 out of 5 stars review
3/20/2023,"I had this tv for a few weeks and never could get anything to load or work correctly. Checked Wi-Fi connection, everything was connected and working properly with that, so my connection was not the problem. Set up for the tv took a very long time as it stayed on the same loading screen with no progress for a quite awhile. Finally set up was complete and we made it to the main screen of the tv where there were so many apps that it clogged up functioning of the main menu. When I would click on a show or an app like prime video for example, it would go to open but sit on the loading screen and never load or open. So I never really got to watch anything on it, I took it back and purchased a 50” Hisense Roku tv that I have absolutely no issues w...",2 out of 5 stars review
3/15/2023,"Loved this TV when I first got it. But over the past 2 months, the built-in Chromecast has been significantly becoming more and more difficult to get to work. I should not have to turn on/off my TV and phone multiple times to get a show to cast. Yes they are on the same network, yes my network connection is great, yes it is right next to the router. The issue is the built-in Chromecast SUCKS. I pulled out my old (likely around 10 years old at this point) Chromecast and VIOLA - works perfectly. 

The reason I bought this specific brand/model was for the built-in Chromecast. Really disappointed that it's gone to poop after 2 months. Wish I would've purchased a less expensive option, this was not worth the higher price tag.",2 out of 5 stars review
6/19/2023,"Not very happy! I paid for a brand new tv for delivery %26 received one that was clearly open box/previously returned. Nothing was wrapped properly, everything was thrown in the box. If I wanted to pay for an open box tv I would have went to Best Buy!",2 out of 5 stars review
3/28/2023,"I loved this TV at first. It was easy to set up, even adjusting whatever I had to do to align speaking with lips moving. But lately it's been not good. It won't load, constantly lagging, screen is black, says network unavailable, even though it shows it's connected. I feel like I'm rebooting every day, sometimes multiple times. It's not my internet connection, as I bought a new router and everything else in my house connected to Wi-Fi works great. It's sad because I spent more for a great brand name, and now feel like I should have stuck with a cheap Tv. They might die after a few years, but at least I never had all these issues.",2 out of 5 stars review
6/19/2023,NETWORK LOST error message shows up ever so often. it is annoying. When connection is reestablished the movie/ show we are watching does not go back to where we left off. The picture is not always clear either.  I wish I could return the tv but Walmart denied my return since it is out of box.,2 out of 5 stars review
6/8/2023,"I had bought a 65"" Vizio TV %26 Soundbar about 7yrs ago %26 had np. I actually still use the soundbar, great sound still. But this new TV, is 70"" of just bad coloring. The pic quality is not sharp everything is dull no matter which setting I use. Not to mention the static in the speakers. I stream wayyyy too much. So that pic matters immensely to me! I don't like the saying ""You get what u pay for!"" But in this case, I did. The deal isn't worth it!. I literally had the TV for 2hrs. before making the ultimate decision to return it! Back to square one!",2 out of 5 stars review
5/26/2023,SAVE YOUR MONEY!!! had the tv for less than a month and the remote started acting up when I put the volume down it goes all the way down and when I put it up it goes all the way up. When I play movies it plays and pauses the movies even when the batteries aren’t in the remote and I cast the movie from my phone. I searched for my problem online and it seems to happen to a lot of people. But at your own risk.,2 out of 5 stars review
3/29/2023,I was supposed to get it yesterday but no drivers were picking up in the evening because according to store employees it's hard to get drivers for evening pick ups they prefer morning. Well why do they even schedule evenings then . The drivers who delivered this morning did a great job .,2 out of 5 stars review
5/16/2023,You get what you pay for??? I decided to buy a tv with a low price. Well the old Vizio I had was better than this.. I had zero buffering on my old tv so I am getting sick of it too fast! Always accidentally hitting the Vizio page central when I was trying to get somewhere else.,2 out of 5 stars review
1/26/2024,We replaced the remote twice and the third one doesn't work either,2 out of 5 stars review
2/18/2024,There was no manual in the box to show how to set up the tv,2 out of 5 stars review
2/2/2024,Poor quality viewing.  Love the smartcast option.,2 out of 5 stars review
2/2/2024,having lots of problems with the tv,2 out of 5 stars review
11/4/2022,I’ve been a liyal fan of Vizio products like a have 32’ inch lcd tv for 20 years and gave it to my aunt in the philippines. But when I bought this model after 6 months of use horizontal lines came out of nowhere and then there are times the tv went black like right now cant use this useless tv. I was impressed on the 1st generation of vizio tvs’ but this generation is kind of cheaply made. I hope Vizio will fix their products,2 out of 5 stars review
12/8/2023,i usually love this brand i guess i just gor a lemon this time and the seller doesnt have any more to replace it 😔,2 out of 5 stars review
11/24/2023,"I bought it because of same day delivery, then after the purchase, they pulled the “sorry for the delay” routine, and promised 2 days later!",2 out of 5 stars review
11/30/2023,I hope the 75 inch tv that they delivered today on the porch isn't getting wet its raining outside and has been for a while,2 out of 5 stars review
12/12/2023,I do not like that it keeps blinking out when watching my favorites  show  just  brought TV 2 weeks ago. 😑,2 out of 5 stars review
7/4/2023,After 21 months my TV had really bad horizontal lines across the screen.,2 out of 5 stars review
1/9/2024,I don't like it sound and pictures no good and I would like to exchange it,2 out of 5 stars review
1/2/2024,Can't really rate this as the tv didn't work correctly,2 out of 5 stars review
1/8/2024,View from anything other than straight on was poor and faded.,2 out of 5 stars review
1/3/2024,"speakers are terrible, can't connect sound bar.",2 out of 5 stars review
1/6/2024,Remote only works half the time,2 out of 5 stars review
9/14/2023,Corner of the screen was broke whe I got it but it distort anything so I kept it,2 out of 5 stars review
7/11/2023,"I  bought as a gift for my brother,  who leaves out of the country.  Never realized it wouldn't work.",2 out of 5 stars review
9/8/2023,"I m returning the t.v. My other still work. I thought. It just quit working. But, it's still working.  Now where can I return the item?",2 out of 5 stars review
9/28/2023,Smart tv features stopped working. Contacted Vizio support and unfortunately there was nothing they could do. So I had to add a fire stick.,2 out of 5 stars review
9/10/2023,"I usually buy Samsung brand but thought i would give Vizio a try.  Not a real big fan so far, definitely like Samsung better.",2 out of 5 stars review
10/10/2023,Keeps loosing wifi connection and buffering even with suggested settings. Dont have this issue with my Roku. Will be returning.,2 out of 5 stars review
7/4/2023,"IT WAS MESSY TO DEAL WITH, GETTING CHANNELS ETC.  JUST MORE WORK THAN SAMSUNG TVS.  I REALLY HATED IT.",2 out of 5 stars review
7/29/2023,No able to download ESPN or ESPN plus.  If you like sports.  Do not get this tv.  So not worth it.  Gives you junk sport apps.,2 out of 5 stars review
7/29/2023,"Horrible picture; the image was too light and no matter how I changed the settings, the picture still looked very bad.",2 out of 5 stars review
6/5/2023,"Price is great, picture quality is above average but the speakers within the TV rattle at louder volumes.  Not looking for high quality sound, but the speakers suck.",2 out of 5 stars review
6/6/2023,"Thought this was a good tv.  Found out that Vizio does not update the apps enough, so isdues come up like slowness loading, connection issues etc.   going to return this and get a different brand with roku.  this does not have roku also.  not happy",2 out of 5 stars review
3/5/2023,Tv was delivered at someone else's door no text or knock from delivery company so it sat outside for hours anyone could have taken it everything else I have delivered here from Walmart always ends up at the right door,2 out of 5 stars review
5/11/2023,"This tv has a lot of glare and is too huge and bulky not worth buying SIZE DONT MEAN NOTHING it only looks great when gaming and when commercials come on,newer music videos look good too.",2 out of 5 stars review
6/9/2023,This set reminds me of the older 720p plasma screens. The picture is just not great no matter how you tweak the settings. Going to try and exchange for another Hisense.,2 out of 5 stars review
3/20/2023,Please do not purchase this TV if you are using the Spectrum APP.  It doesn't work with out ROKU or a TV Spectrum box.  The quality is fine but the sound is not.  I had to purchase a sound bar.,2 out of 5 stars review
11/8/2023,went to move from apartment to house. hit the corner of my knee and shattered,2 out of 5 stars review
12/15/2023,"Not acting right, will exchange it for another",2 out of 5 stars review
11/25/2023,Screen no larger then 40 in,2 out of 5 stars review
11/24/2023,nice tv but no black Friday  discount,2 out of 5 stars review
11/20/2023,Returning.  Did not like.  Volume does not come on with starting TV,2 out of 5 stars review
11/26/2023,I didn't like that I had to buy an extra item to make the tv sound better. Wish it sounded better,2 out of 5 stars review
12/23/2023,I'm sorry I bought it.  It doesn't let you put the Xfinity app for streaming on it.,2 out of 5 stars review
11/28/2023,Love the picture when tv is working. Remote stops working a lot and tv freezes,2 out of 5 stars review
12/7/2023,Was delivered on time but broken,2 out of 5 stars review
12/11/2023,The color is beautiful but the sound it's not that loud,2 out of 5 stars review
11/29/2023,Poor picture quality. Screen looks washed out.,2 out of 5 stars review
11/22/2023,"so far everything is great except one of the most important things, the sound is awful.",2 out of 5 stars review
