date,text,stars
12/28/2023,Zero stars! The 6 inch is more like a 4 inch. Then the return process is a complete NIGHTMARE!  8 calls and weeks later we MIGHT finally have a resolution but we still don’t know yet. Still waiting to get these two mattresses out of our house and our money refunded. This has been awful and we will never ever order a mattress from Walmart again.,1 out of 5 stars review
4/26/2021,We just opened this mattress and there are several holes in seam across the bottom isn't stitched together.,1 out of 5 stars review
8/27/2022,Day four and the mattress is still not fully expanded and appears to have depression where crease from fold has been,1 out of 5 stars review
11/11/2022,"it supposed to be a 6 inch foam mattress and its a 5 inch. I did exactly what the instruction paper said. I took the foam mattress out of the plastic and waited for 48 hours to use it, so it could get to its maximum size. 👎",1 out of 5 stars review
1/29/2024,"I bought this mattress because we needed a new one. We have one remotely like this but a couple inches smaller not as thick and gave it the three days it requires for it to fully expand, but it seems like all of the stuffing inside material went to the middle of the mattress, when it was folded in half and rolled up in the box one side goes down pretty flat so from 12 inches probably to 4 inches and the other side is pretty good. There was no way I could fold this in half again and roll it back up and take it back to Walmart or I would have so now I'm out of moneyand wake up with a sore back every day",1 out of 5 stars review
11/6/2023,"Don’t Not BUY this mattress it has fiberglass!!!!I washed the cover and well mean it has a zipper obviously people will think it’s washable well fiberglass was all over my stuff and right now I’m struggling to try to get rid of it, had to throw away a lot of stuff and yet can’t get rid of it!!!!",1 out of 5 stars review
12/30/2023,"This is the worst mattress possible. It is hard and not comfortable at all. Haven't had a good night's sleep yet since buying it. I bought the 12 inch one. Don't waste your money, you're better off sleeping on the floor.",1 out of 5 stars review
1/23/2024,At first I noticed it was pretty hard figured it would soften up after a few nights rest but didn't seems like it's getting harder it's at the point where I can't sleep at night,1 out of 5 stars review
8/20/2023,That it doesn’t feel like it’s new anymore and that is swallows you so when u wake up your whole body hurts because it’s Not comfy anymore and haven’t even had it for a month yet,1 out of 5 stars review
1/4/2024,wouldnt call this a mattress at all . its barely 4 inches . not worth the money better off buying the thicker ones or a real mattress topper.  this should be less than 50 dollars.,1 out of 5 stars review
1/28/2013,This mattress expands to larger than a queen size bed. I couldn't get regular queen size sheets on this mattress. But I give Walmart 5 stars for handling the return really really well. they came and picked up the mattress at no cost when I told them it was defective.,1 out of 5 stars review
12/11/2013,"Bought a 12 inch king, it did not expand anywhere near to what it should have. It's hard and low in some places, high and soft in others, it's just a total mess. I've had this now for about a week, i will be returning it in a few days to my local walmart store for a refund and will be buying a better brand, in this case i got the ""you get what you play for"" shaft.",1 out of 5 stars review
3/7/2014,"I received the bed rolled up in a box. Directions stated to leave it on a flat surface 48 hours to fully expand. They also stated that some thicknesses may differ because of the way it is cut. Well, I left it for 48 hours and it only expanded to 3"". I decided to sleep on it and I could feel every wire from the frame below and my back was so sore the next day I could hardly move. I tried sleeping on the the following night. Same thing. After 2 nights of no sleep, I returned the bed to my local store however, it was impossible to get it back into the box.",1 out of 5 stars review
2/23/2012,"What happened?! This mattress is soooo soft I don't see how ANYONE can consider this firm in any way. It sinks to about 3 inches when you sit on the end. I bought a full size spa sensations mattress a few years back and it is still perfect. Why ruin such a great product with this... thing. This thing is so flimsy, it has me thinking that maybe they made a mistake in manufacturing? The base is sooo soft it can't be considered a base at all. The three layers are coming apart on the ends and the corners refuse to decompress. The cover is so loose it looks like they put a King size cover on a queen. I can't take this thing back to the store fast enough. You'd have to be a toddler to not sink in to the foundation of your bed. This has to be a mi...",1 out of 5 stars review
12/18/2013,"I odered the Queen sized 12"" Theratouch Memory Foam mattress on Black Friday 2013 for what I thought was a great price of $229. However, the mattress I received was defective, uneven, and never decompressed at all. The mattress tag showed a manufacture date of 5/2012, so WalMart was likely trying to unload some very old stock as part of their Black Friday ""deal"" pricing. Kind of a shady move. Based on what I've read from multiple sources, memory foam does respond well to being compressed in storage for long periods of time. In my case, the mattress was compressed for approx 18 months. So, if you can luck out and get a mattress that was recently manufactured, you will likely not have these issues.

Also want to add that I contacted the manuf...",1 out of 5 stars review
5/14/2013,"After reading all the glowing reviews for this mattress, I ordered a twin for my sister who was coming to stay for a week. The smell was noticeable but not overwhelming. The mattress never reached its alleged 6 inches when fully expanded. In addition, there was a large ridge of foam, a crease across one end, that never went away. My sister had poor sleep every night she was here. She has one of these mattresses at home, but hers is about 5 years old. She said this is not the same mattress quality or feel as that one, so I can only assume the vendor has outsourced to other manufacturers and/or downgraded quality. I do not recommend this mattress. Perhaps the 8 or 10 inch in this brand are great by comparison, but I hesitate to try any of the...",1 out of 5 stars review
12/28/2013,"I opened the box and let the mattresses sit out flat for 48 hours like the directions state and they did not inflate to 6 inches. They are about 4 inches. Also the density of the foam isn't great either. I purchased 6 of these mattresses and some are a bit firmer than the others, but really they feel more like a mattress topper than a mattress. Overall, they will do to serve the purpose I needed them for, but this product was really not what I expected when I read the online description.",1 out of 5 stars review
2/5/2021,"I purchased this mattress because of the wonderful reviews. I was ecstatic purchasing and just knew I was going to be on a plush cloud and softness. Fast forward when I received the mattress, you have to wait 48 hours after it fully blows up which was APART of the directions. I waited the 2 days and finally laid down to a brick firm mattress. This mattress is not plush, seriously. Mattress is too firm and does not feel comfortable at all. Take my advice and save the money and time. It was a headache shipping it back being that you can't simply put a mattress back in the box after it blows up. Luckily Fedex came and got the mattress when I called Walmart for return. Worst ever! Never again, you have been warned.",1 out of 5 stars review
2/15/2021,"Fiberglass looking particles, my 6 year old starting complaining about itching fpr a few day. We wash all of his blankets and matress protector, to our surprise my wife notice white hair particles all over the bed and his clothes. initially we where happy with the resistance and quality of the product, now we will throw it away and contact Bureau of consumer and Federal trade.",1 out of 5 stars review
12/29/2013,"My 12"" mattress never completely decompressed. The corners never expanded at all, it stayed about 4"" thick. The middle did expand out but even that left ""valleys"" down the middle of the bed. This ridiculous mattress sat on my living room floor for over 4 weeks because it was awkward to coordinate a return. Finally I dragged it back to Walmart and had to find a way to bring the partially expanded mattress into the store. At least the return process was easy.

All the positive reviews are misleading because they are probably for mattresses of smaller thicknesses. Don't buy unless you have time and patience.",1 out of 5 stars review
2/13/2013,"This mattress was a disappointment. It said it would be 12 inches, it is no place 12 "" once expanded - the biggest part is only 8"". It came in a box and was deflated. That's fine but it was severly lopsided once removed and still is. One end is only about 3 inches still. ( after 3 weeks)
So, I would not buy one of these again, it absolutely looks like a large truck ran over one end. if it weren't so big, I'd return it for sure.
The advertising on this is quite false.",1 out of 5 stars review
6/11/2013,"I took a shot after seeing the great reviews. I did read a few of the bad reviews and unfortunately I had a similar bad experience. I unrolled the mattress immediately upon receiving it according to the directions and I let it lay flat for over 48 hours and the corners never rose up and it's misshaped overall. It's also not 12 inches. Another reason I took a chance on this is that one of the bad reviewers said Walmart came and picked it up and refunded their money. Well, the mattress has been sitting in my house for three weeks now and I'm still waiting to hear from the courier who is supposed to come and get it. I hope they do and I hope they get here before one of my toddlers takes a marker or something to it. I wish it worked out but it ...",1 out of 5 stars review
7/11/2023,"Worse mattress I've ever bought. 😪 We put it up on Friday and went out of town til Monday.  Within 2 days of sleeping on it, it was already uncomfortable.  The memory foam sags wherever you sleep. almost sleeping on the platform of the bed. It doesn't keep any type of firmness.  Its a 12"" mattress, I weigh 152%23.  It's not like we are heavier people. Cant take it back to store, how do you take a king size mattress back to store? It doesnt fit my truck and store wanted it back in original packing..lol.
I'm so disappointed and upset I paid good money for something I cant even use. DO NOT BUY.",1 out of 5 stars review
12/23/2022,"Horrible mattress. The rating fooled me. This mattress is hard, not firm, very very hard. I'll have to buy a softer topper if I don't want crippled shoulders. What a monstrosity. There's no returning a mattress you cannot possibly repack in the box. I'm going to spend another $100 just to make this mattress usable. I would never, ever recommend. I'm not looking forward to bedtime.",1 out of 5 stars review
8/7/2014,"This mattress is advertized as a 6 inch mattress. The one I got is only 5 inches thick. The company says take it back to Walmart. The mattress comes compressed in a box that will fit in your car. Once tou take it out of the packageing it grows to a full sized mattress and there is no way to decompress it and get it back in the box. The only way to get it back to Walmart is to tie it to the top of your car. To ship the mattress back, because of its size would be 50% of the cost of the mattress.",1 out of 5 stars review
2/12/2021,"Purchased Jan 15, 2020 it is now Feb 12, 2021. This mattress was perfectipon for about 4-5 months. Absolutely has lost ALL support. Actually is detrimental to my back... You get what you pay for. ALL the good reviews are from 1 month old or 2 week old purchases. I gave Walmart an opportunity to refund or replace to No Avail..... Don't do it guys. You will be sorry....",1 out of 5 stars review
12/11/2013,"This had potential to be a great deal for the price but then it showed up at our door. The product was poorly packaged and had the worst odor of any memory foam mattress that I have purchased. I currently own three, one for the master and two for the guest bedrooms. We were looking to save a little for the remaining guest bedroom. The mattress was unwrapped for 10 days without every expanding to more than 7 inches when it was advertised as 12 inches. After the expansion had stopped it was evident without even laying on it that it looked like a cobblestone road. I'll very suspicious of the number of 5 star ratings for this product. We returned this and went with the lucid brand from amazon for $270, $20 more than what we had payed for this. ...",1 out of 5 stars review
7/24/2023,"This review is strictly about delivery. I specifically listed instructions in my order stating the mattress HAD to be left by my front door and NOT in the storage locker. And the driver left it in the storage locker anyway! There is an entire section on Walmart.com dedicated to delivery instructions where it asks where you want the item left. Why would you ask me where I want the item left if your delivery driver isn’t going to follow instructions anyway?? There is no way I can carry a queen sized mattress by myself out of the storage locker, to my building, and then up a flight of stairs to my second story apartment. Now I have to reach out to a friend and schedule time for them to come over and help me. This could be weeks before I work s...",1 out of 5 stars review
12/29/2013,"Got the matress home, opened it up and layed it out, first thing I noticed was the cover was not the same as in the ad for it. The one in the ad was a nice quilted white cover, the one I got was a dingy yellowish cover that looked cheap. Second thing I noticed was the tag said my matress was made in early 2011 and sat in warehouse till it was shipped in early 2012 to another warehouse where it sat till I bought it. So my matress was already nearly 3yrs old. After leaving it layed out for 48hrs it hadnt gotten any bigger but in a 2'x2' section in the middle rose to about 9"", the rest only measured average of 4"". Not for sure but I cant help to think the foam lost its forum from sitting wrapped up in a box for 3yrs on a shelf.i wrapped it bac...",1 out of 5 stars review
3/1/2014,"I purchased this item in hopes that it would be nice and comfy. I enjoy a soft memory foam and was excited to see this. The pricing was good, but I wish I could say the same for the product. I followed the directions included and it didn't get to the 6 inches as stated on the package. I ended up having to buy an additional 2 inch memory foam to place on top of this one. My advice to you consumers would be shell out a couple hundred dollars more if you rely on comfort!",1 out of 5 stars review
6/18/2013,I purchased this item for a platform bed. When I received it it came in a much smaller package than expected. The description states it is a 6 inch memory foam mattress but what I received I would describe as a 4 inch mattress topper. I had to return this item for there is no way it could be used solely as a mattress.,1 out of 5 stars review
2/17/2021,"Too firm :(  I feel bad that I bought this mattress for my 16 yo daughter. She really wanted a soft memory foam. After reading the reviews I decided to take a chance with this... and unfortunately... its extremely FIRM. Its just so uncomfortable.

It did get to 12 inches in about 4 hours.",1 out of 5 stars review
12/27/2013,"I purchased the king size mattress with excitement upon multiple positive reviews for the queen size. To my dismay the mattress did not properly inflate. At best the height only reached 9"" and the edges only 5"". I returned the mattress to the store for a full refund. Which was heavy and time consuming. With high hopes that this was a one time defect, I purchased another one. I received the new mattress on Dec 20th. After 6 days this mattress only inflated to 7"" and the edges to 3"". I had to again return the mattress to a store 20 miles away. Which again involved placing a king size mattress in a truck , hauling it, and lugging it into a store. Grateful for a full refund, but ready to except defeat. This is just not a good purchase.",1 out of 5 stars review
12/24/2023,This is not a Memory foam Mattress!! Just two pieces of foam with no memory!! Don’t buy this it is definitely not worth the money!!,1 out of 5 stars review
11/11/2023,Super excited when I received the box . I followed the instructions exactly how it was stated in the manual. The 72hrs did not help inflate the bed to 6in. I feel ripped off! I measured the bed and it’s about 4 1/2 inches,1 out of 5 stars review
11/21/2023,This mattress has a warning label on it saying it contains urethane and this also contains fiberglass. It should have said that in the description ! Will be returning,1 out of 5 stars review
11/14/2023,in the 2 descriptions i read it said the bed was medium and the other firm. well let me tell you this bed is so soft i can feel the bed frame. it was horrible sending it back asap,1 out of 5 stars review
12/2/2023,would be nice if i ever received it my money was taken but never received it and Walmart refuses to refund or deliver it save your money buy it in person,1 out of 5 stars review
1/6/2024,Horrible they aren’t nearly the size they describe. They are hard and the return process is difficult,1 out of 5 stars review
1/15/2024,At dislike that the mattress is very hard and firm. The mattress is actually smaller than a average twin size bed.,1 out of 5 stars review
1/17/2024,"Does not expand to full height
Corners of mattress defective
Looks like I received someone's return
Very disappointed!",1 out of 5 stars review
1/13/2024,I fell off the bed the first day I used it it was slippery and my whole mattress slipped off I'm quite concerned about my medical bills,1 out of 5 stars review
6/3/2019,"PLEASE STAY AWAY FROM THIS MATTRESS! There is FIBERGLASS UNDERNEATH THE COVER WHICH IS CENTAMETERS FROM YOUR FACE !
There is FIBER GLASS ON MY CLOTHES,ON MY SKIN",1 out of 5 stars review
6/5/2013,I took the mattress back after a week of waiting for it to expand. Prior to that I emailed Spa Sensations for advise. I still havent received a reply. Walmart was fine with the return. I did not and will not order another Spa Sensations product,1 out of 5 stars review
8/6/2023,Bed was uncomfortable. I’ve been trying to return it. It was scheduled for pickup but no one came to pick it up. I’ve tried calling and checking on the return but I’m not able to get a response.,1 out of 5 stars review
9/15/2023,Not what the reviews said at all this bed sinks in with you was scared I was going to wake up rolled in it. I have bought two other mattresses and turned out great but this one was not it !!,1 out of 5 stars review
10/20/2023,"i’ve had this mattress before I bought one 11 years ago it was fabulous I just got the mattress delivered. It was terrible very soft sink into the mattress. Just had the truckers come to take mattress back
no good",1 out of 5 stars review
2/20/2013,When i bought this mattress I was thinking i was getting the mattress in the picture which is no where near what i got... I was greatly dissapointed in this product... Instead of saying mattress it should of said mattress topper..,1 out of 5 stars review
11/10/2023,"Fedex said my address is incorrect. I had to told them my address more than 10times through phone.  After 3days delay, they called me back and said my unit%23 is missing. Also I still can’t get my shipment. ORDER THIS IF YOU WANT WAST MONEY AND DO NOT NEED TO GET SHIPMENT.",1 out of 5 stars review
11/10/2023,I never received my order and when i contacted them about it they refused to refund or do anything about it because someone else signed for it. i have security camera's that prove no fedex drivers even came to my street that day. i lost 300.00 because i ordered 2. No help from fedex or walmart.,1 out of 5 stars review
1/29/2024,This is more like a twin size foam mattress topper. We returned it.,1 out of 5 stars review
12/23/2023,We brought this mattress a month ago. Really feels uncomfortable.,1 out of 5 stars review
2/10/2024,"Sinks way down, no support too soft",1 out of 5 stars review
2/11/2024,"it's too soft, you can't lay close to the edge because you will fall out of bed.",1 out of 5 stars review
11/3/2023,Never received my order and had to request refund.,1 out of 5 stars review
2/20/2024,"superrrrr thin, false advertising",1 out of 5 stars review
12/11/2013,Mattress never expanded as instructions said it would. Left it in bedroom for 4 days. Did not resemble a mattress at all. Only expanded to about 6 inches. I tried to lie on it but it was very uncomfortable. Returned to store. Hope it was just a defected product as recommendations were high.,1 out of 5 stars review
12/21/2013,"I bought this mattress after reading the excellent reviews but have to say I was thoroughly disappointed and will be returning this mattress!! The shipping was great - received it within 3 days, took it out of the box and let it decompress. 1 week later and my mattress is about 3/4 decompressed. 1/2 of the mattress filled with air while the other 1/2 has only parts filled. It looks ridiculous - the mattress doesn't even fill the cover it came with! I'm SO disappointed and will be looking somewhere else!",1 out of 5 stars review
8/13/2013,"When I was looking into buying a new mattress. I found that a lot of people gave 12 inch spa mattress a good review, they got better sleep, less back pain. I found the opposite
My whole body is sore and I have woken up for the last week with a stiff neck. I'm unhappy with this product and am currently looking for a new mattress.",1 out of 5 stars review
11/22/2013,"Caveat emptor! This mattress is not worth the value that it is perceived to be. The instructions stated to wait 72 hours to allow the previously compressed mattress to expand to the requisite size. This mattress never fully decompressed after twice this time was given. Only good thing was the ease of the return at the Walmart store. Save your time, which also is money, and utilize it to buy a quality mattress if possible.",1 out of 5 stars review
3/4/2021,"How am I supposed to sleep peacefully when I know I am sleeping on glass? There is a prop 65 warning and reading more into it has made me so uneasy. How could Zinus sell cancer causing products where we'll spend 1/3 of our time in? How can I sleep at easy knowing that below me, or I’m resting  on top of 55% glass fiber, cancer causing chemicals, least thing I want think about when sleeping is my bed I sleep in will give me cancer!",1 out of 5 stars review
11/13/2022,I bought a new mattress from Big Lots for $385 back in March and it was killing my back. A friend recommended this bed as he’s bought 4 of them. I’ve slept on it for 2 nights and it kills my back just as much as my Big Lots mattress does. I’ll be returning this.,1 out of 5 stars review
6/22/2021,"My 8 year old daughter slept on this since I purchase it and she's been complaining how hard it was..I said it's memory foam, you're fine until I slept with her 1 night!!!this is a slab of concrete...so hard...it's unbelievable..it may have received a faulty or wrong mattress..my poor kid",1 out of 5 stars review
3/15/2021,"I have had this mattress for about two weeks and thus far can't recommend it. It's too firm to the point of causing some back soreness. I hope it gets softer, but for now I regret this purchase. The lone star it gets is for how fast it was delivered and how it was packaged.",1 out of 5 stars review
2/11/2017,"I waited a little while before writing this review.  I wanted to make sure I gave it a fair chance.  My back has hurt everyday since I purchased this mattress.  I should have been initially concerned because the price was so reasonable.  There is no support at all.  I almost dread going to bed because I'm certain I will have pain in the morning.  Before this purchase, I was having no pain in my body.  Ultimately, I figured it was a good time to purchase a new mattress.  It has now become one of my major regrets.  For those who have had good luck with this mattress, I envy you.  But for the rest of us,  I totally understand.",1 out of 5 stars review
9/21/2014,I purchased two twin mattresses for a guest room soley based on reviews of this product. Boy did I mess up! Not only are they NOT comfortable I am out my money as you cannot return mattresses. I will now have to purchase toppers and should have just gone to a mattress store and purchased a good mattress. Will NEVER do this again. The only way to purchase a mattress is to lay on it.,1 out of 5 stars review
11/27/2023,"It’s not actually a 10” mattress.   It’s more like an 8”.   Had I know prior, I would have ordered the 12”!",1 out of 5 stars review
12/4/2023,this mattress isn't comfortable at all for the price. if i wold have paid $20.00 for it i would have expected not to be comfortable,1 out of 5 stars review
12/18/2023,"Did not received the product several times you canceled my order and when it went trough never came and nobody called to inform me. 
BAD EXPERIENCE.",1 out of 5 stars review
12/18/2023,"Mattress is comfortable, but is more narrow than the full platform and is about 2 inches shy of covering the slats.",1 out of 5 stars review
10/27/2023,"It´s a good price but the product doesn’t smell good, the material could be better. is not the best matress but its ok",1 out of 5 stars review
4/19/2021,worst mattress ever trash after 3 months,1 out of 5 stars review
7/23/2023,"The worst experience I've ever had, they never came to pick up the product I requested for a return, I call every day and there is always a story to tell and neither Walmart, nor ESTES, nor EFW ever solve the problem. In the end, the companies are a disaster, I hope that at some point they solve my problem and work better for the future",1 out of 5 stars review
12/31/2023,Come on  they delivered at my neighbor     house  are they blind 🙄 we have a different address,1 out of 5 stars review
1/9/2024,I think the floor has more give and cushion than this mattress,1 out of 5 stars review
1/17/2024,The mattress barely covered the whole full size bed very thin,1 out of 5 stars review
1/1/2024,Mattress length is a few inches short! Does not fit frame !,1 out of 5 stars review
12/28/2023,"Didn’t expand, center sinks ave way too soft",1 out of 5 stars review
12/30/2023,Did not receive at all due to horrible delivery driver.,1 out of 5 stars review
1/11/2024,Quality is not good … it’s quite difficult to getup from the bed… seems like used,1 out of 5 stars review
10/26/2014,I had bought one of these ina twin a year or two ago for a spare bedroom and loved it. bought again in a king and my wife and I both wake up sore.,1 out of 5 stars review
9/19/2023,"My back has been hurting since this new mattress came, I gave it some time and I really don’t like it!",1 out of 5 stars review
9/17/2023,This bed is not 76x80 it is in fact 77x77. It is 3 inches short of fitting a king frame. Dont buy it!,1 out of 5 stars review
11/18/2023,"I liked the mattress seeing the reviews and pictures. Though when I bought and started using it, I started getting back pain and it got worse over weeks.",1 out of 5 stars review
4/23/2023,"i wouldnt get the 6'. got it and let it puff out and when you get on one side sinks down and if someone else is on the other side they roll your way. its horrible. my neck, shoulders, and back hurt even more with this mattress",1 out of 5 stars review
11/9/2023,Very thin and uncomfortable,1 out of 5 stars review
11/11/2023,My package was delivered too wrong place .,1 out of 5 stars review
12/9/2023,Have been waiting for it to inflate for several day now and nothing has changed.,1 out of 5 stars review
11/29/2023,We ordered this as we liked the bed we ordered earlier but this one is not good.,1 out of 5 stars review
11/28/2023,Too many issues with shipping had to cancel order...,1 out of 5 stars review
12/1/2023,Purchased a 12 inch but only raised to 9 inches.  Waste of money on the 12 inch,1 out of 5 stars review
1/17/2021,It hot. You sink into the middle. It’s uncomfortable. Always in pain when I wake up from sleeping in it. I think a traditional spring mattress would be more comfortable.,1 out of 5 stars review
8/7/2019,"Wow shame on me for not reading the warning sign before purchasing this mattress, i paid 238$ for a full size mattress for my daugther that could give her cancer or make my unborn child come out with birth defect, how would i though a mattress could give you cancer, i am so disappointed and now i dont know how im gonna return a mattress that came suppresed in a box",1 out of 5 stars review
6/25/2018,"The box that it came in was wet on one side, the long side, as if it was laid on a puddle of water. It was still in its sealed clear plastic, which was in the plastic ""duffle"" bag. I took it out and it expanded properly but it stunk like a dirty filthy saddle blanket hung up wet. 
I have 12 paper dinner plates filled with baking soda, 6 underneath and 6 on top, to try to get that stinky mattress smell, absorbed away with the baking soda. I also placed 3 desicant sacks at a 14 inch diameter spot where there was mold, so apparently, water did get through and possibly the source of the extraordinary stink.
I guess I'll just let the mattress lay there, at the very opposite end of the house, unused, and hopefully, one of these days. the stink wi...",1 out of 5 stars review
1/23/2021,"This is the 1st review I have EVER written! Zinus 12"" Spa Sensations, Full....The mattress off-gassing is so unbearable I have been unable to stay in my house. I opened the package when I got home around 6pm on Wed.  By 6:45, my vision started to get blurry",1 out of 5 stars review
5/4/2021,"I read the reviews and was under the impression that this would be an affordable, amazing mattress but a week has passed and only half of the mattress expanded while the other remained flat. There are so many uneven parts and it feels horrible laying on it. I even ended up taking off the cover to see what was wrong.",1 out of 5 stars review
8/19/2020,I would Not recommend this mattress. I also purchased one less than 4 moths and the mattress is creating two big mold spots In the middle . Contacted zinus and they really didnt care . Told me spot clean with cold water. Dont by this mattress . Its a health hazard.,1 out of 5 stars review
6/1/2023,"Possible the worst mattress ever made! Very uncomfortable. Whole body hurts every morning. Constant tossing and turning, legs go numb I have to roll my self out of bed. Now I sleep late way to tired to get up. I’m going to set fire to this piece of junk, I don’t even want to return it for a refund. Setting fire to it is better and worth the $400",1 out of 5 stars review
11/15/2020,One year later,1 out of 5 stars review
12/24/2013,"I bought a king sized mattress and was really disappointed. The free delivery was great, it arrived several days before I expected it to. I unrolled it in an open space in my living room and waited, after two days it was uneven and 75%, after a week maybe 85% and lumpy and hard in spots. The thing must have gotten packed before the foam was fully cured, or is of low quality. I'm taking it back after the holiday rush, waste of time and effort. Glad I got the free home delivery as I will only have to make one wasted trip to the store for the return...",1 out of 5 stars review
11/27/2013,"I had the 8"" version of this bed in the guestroom so I decided to order the 12"" version for the master bedroom. I ordered the first bed. It came defective. It didn't even have a regular bed shape when opened. After I waited 2 days for it tomachive its normal form I gave up and returned it to Walmart. It was an unpleasent experience to carry this king size bed especially when it was opened. They accepted the return eith a $10 cut in price. Then I ordered the second one. It came with its corners bent. They don't achieve a regular shape. Also the mattress is a lot softer than usual that creates lower back pain. I have the 8'' version of the same bed snd It is fine. Now i need to carry this huge bed again to Walmart ans lose $20 in the process....",1 out of 5 stars review
10/7/2020,Was creased in the middle even after it completely unfolded. had a dip already and as the time went by it has become more evident! I would not recommend it given the quality. As for the rest of the mattress it is comfortable its just firm at the dips and creases.,1 out of 5 stars review
8/31/2020,"The mattress is nice and all, but the sheets don't stay on properly. I bought this mattress over a year ago and the queen size sheets don't stay on. They keep coming up and I have to tuck the sheets in again. We bought king size sheets to see if that would help, but it didn't as well. The king size sheets are doing the same thing. It seems like when they made the mattress they didn't figure out what sheets fit the bed. Another thing is the mattress never fully inflated after coming out the packaging. their is one corner that never fully inflated and the other corners are fully inflated.",1 out of 5 stars review
4/6/2021,"It's pretty lame that Walmart does this.  This is the third time I've bought something thinking reviews were honest but they weren't. Most of the honest reviews are deleted and replaced with fake 5 star reviews.  You'll like this mattress if you like feeling like you're sleeping on needles.   Very, very firm.  According to the company the mattresses bought from walmart are that way. If you buy them directly from the company you'll get the actual product.   This is the last time though I let Walmart do this to me.  I'm not sure why they do.  They're only losing business.   They've lost mine.",1 out of 5 stars review
5/1/2021,"I bought the Spa Sensation Queen 12"" based off of a friend who bought the King and said it was a great mattress....WRONG for me. Shipping was great, unpacked with no problem. I let it do its thing for 48 hrs, so I finally sleep on it last night and I woke up at 6:50am calling Walmart to come pick this heathen of a mattress up. I had the worst night of sleeping, haven't slept that bad in many years. It was like sleeping in the floor but with a pad. I was recently in Vegas and the hotel bed was wayyyy better than this. It was a good price, but I'll just spend the extra money for a different mattress at the store. If you like sleeping straight like a mummy, this is for you.",1 out of 5 stars review
9/15/2013,"Slept on it one night and woke up with a very stiff back and pain will return to store on Monday.
Looking for a foam mattress that is slightly thicker and will pay more $$$$ for the upgrade. Will not recommend this product to anyone looking to get a good night sleep.",1 out of 5 stars review
