date,text,stars
4/1/2023,"easy set up , big, nice pic..",5 out of 5 stars review
3/28/2023,Like everything. True to size great 4k pics,5 out of 5 stars review
6/23/2023,"It was delivered earlier than expected, the TV has exceptional clarity and the color is excellent",5 out of 5 stars review
5/24/2023,Absolutely love this television.  It has a crystal clear picture and it's not to bulky.,5 out of 5 stars review
6/15/2023,I love it the picture is beautiful,5 out of 5 stars review
5/13/2023,Great TV for the money good sharp picture,5 out of 5 stars review
3/31/2023,love it. best I've ever had. my other oneis a magnolia.,5 out of 5 stars review
5/12/2023,Love it the only tv i will buy,5 out of 5 stars review
6/24/2023,I love how this has a free channel guide,5 out of 5 stars review
9/27/2023,I love my TV all my channels are easy to load on the new TV… scan the QR code and all your information is added back to TV… love love it.. sound and picture is great…,5 out of 5 stars review
6/29/2023,I love it,5 out of 5 stars review
6/28/2023,Excellent,5 out of 5 stars review
7/13/2023,Excellent product,5 out of 5 stars review
7/22/2023,Love my Smart TV so far!,5 out of 5 stars review
7/11/2023,Absolutely love this TV!,5 out of 5 stars review
7/31/2023,I like,5 out of 5 stars review
9/18/2023,Love everything about it,5 out of 5 stars review
8/10/2022,"Nice tv, works great, very light, easy to set up.",5 out of 5 stars review
1/8/2024,"I bought this TV on Black Friday 2022 for $399. I wanted it for my Xbox Series X because it does have HDMI 2.1 support, but the panel isn't true 120hz. It supports Dolby Vision and HDR10, with AMD Freesync as well. The low latency makes it greay for gaming. I'd definitely recommend this TV. I've used it over a year now and have no complaints. The Vizio interface took a little getting used to switching from Roku. I'd recommend this TV to anyone looking for a great gaming TV.",5 out of 5 stars review
7/18/2023,I like the size of the tv on my wall. I see alot of negative comments about this tv picture quality and/or sound. Well I recommend you buy a 4k streaming device like I have. I don't watch my tv without it. Plus I have a Vizio 5.1 soundbar for my sound. Haven't had any problems yet🤞🏾 I highly recommend those items and you will enjoy your tv.,5 out of 5 stars review
8/6/2023,I'm very pleased with my Vizio TV for our family room.,5 out of 5 stars review
7/14/2023,Amazing price for a perfect reliable smart tv,5 out of 5 stars review
8/2/2023,Smart TV is awesome. Picture on the tv has a improved a great deal and much thinner,5 out of 5 stars review
7/15/2023,"Light weight, I was able to screw it to a tv stand, Great color.",5 out of 5 stars review
7/21/2023,Vizio TV are the Best  !!!!!!!!!,5 out of 5 stars review
8/5/2023,What a great pie! Wonderful TV and the color is phenomenal! Clear picture!,5 out of 5 stars review
6/27/2023,The best buy I ever made.,5 out of 5 stars review
8/16/2023,Great picture and easy to use,5 out of 5 stars review
8/19/2023,The tv arrived in perfect condition!,5 out of 5 stars review
8/8/2023,Love it! I wish it displayed the time and local weather on the display/Home Screen.,5 out of 5 stars review
8/11/2023,Great awesome increíble tv love,5 out of 5 stars review
7/29/2023,Great TV. We can now cast from our phones. We also no longer need the cable box.,5 out of 5 stars review
1/7/2024,"Great picture with setting adjustments that matter. Easy to set up and start using with an app for my phone. All the little things that I was looking for - sleep timer, bluetoooth so I can connect headphones, easy to navigate menus so my kids don’t need help. Great purchase. Vizio never disappoints!",5 out of 5 stars review
6/9/2023,I was a little concerned about mounting the tv because of the size of the tv but it worked out perfectly. No issues. Absolutely love it.,5 out of 5 stars review
6/9/2023,I really love my new TV the size is perfect for my living room Walmart was very prompt on their delivery and had a good price. Very happy thank you!,5 out of 5 stars review
1/18/2022,This television is an exceptionally good deal. I also use it as a computer monitor. No more squinting to read the print. The picture clarity and definition is incredible.,5 out of 5 stars review
1/31/2024,"For less than $250 who could ask for anything more.
I have owned a couple Roku TVs in the past and I've always thought they were the best for the money. 
This smart TV blows them away.",5 out of 5 stars review
1/27/2024,"I can’t find anything negative to say. The price was right; (my tv was destroyed in my recent move) I barely could afford this. Never did I think that the picture could or would be so vivid and crisp. The live image is better than on the ad. A lot better. The sound is immersive and intense. 
Set-up is straight forward. I think it took less than an hour from start to finish.  I’m only using WiFi and have tons of channels. 
The remote is simple and actually unnecessary. You can download an app to your phone to do everything you want or need. Either way, you can access voice remote and end hunting for shows once and for all. 
This is an exceptional TV at any cost!",5 out of 5 stars review
1/31/2024,This was a great purchase! All of our televisions are Vizio. They are always very reliable and last a very long time. This particular TV was on sale so we thought we would purchase it for a guest room. We recently got rid of cable and needed the technology so that we could stream our favorite channels. The set-up was quick and easy.,5 out of 5 stars review
2/2/2024,"You can’t go wrong with the Vizio Brand, it is plug and play easy. Walmart delivery brought it into my living room for me, my son helped me take it out of the box, he plugged in the HDMI cords, I turned it on, it connected to the internet automatically, updated its software, and VOILA I was watching local TV, satellite, Apple TV, Free TV, YouTube, Hulu, etc… Vizio TV’s truly are plug %26 play! Walmart delivery as always exceeds expectations!",5 out of 5 stars review
4/16/2023,I love the tv.,5 out of 5 stars review
2/11/2024,"I absolutely LOVE my new Smart TV from Vizio!!!!!!  The colors are bright and vibrant!  The set up was a piece of cake.  The only drawback I would mention is the Remote Control that came with the TV.  The remote requires the use of two remotes.  The Vizio Remote controls the Volume while the primary Cable Remote volume buttons no longer functions.  I tried tying the two remotes should be activated by three digit key codes.  But it doesn't which is unfortunate.  However, the TV is great!!!!!",5 out of 5 stars review
6/3/2023,Looks so nice,5 out of 5 stars review
1/24/2024,"The TV fit exactly where I wanted it to with a little push...the measurements where right on but I didn't allow for the ""feet""....my bad!  The set up was sooooo easy and it synced with my other wi-fi gadgets without me having to do inputting on them.",5 out of 5 stars review
1/25/2024,"Incredibly easy set up.  Extremely well packaged, and easy to unpack (cut the straps and slide the box up) Fantastic picture out of the box, no playing with brightness and color settings.  Get a sound bar or surround sound system unless you use only closed captions.",5 out of 5 stars review
6/11/2023,I love the tv so clear,5 out of 5 stars review
2/11/2024,"I love this tv so much the Vizio has been my favorite TELEVISION from my teenage years till an adult, it’s help me through college and  when I got my first house always reliable had my first Vizio for ten year before I got this one and it wasn’t because it broke I just need something new for the new crib, but the thing that I love about this smart tv is the free streaming that saves me so much on cable and satellite bills, bunch of good channels different from the norm but interesting stuff being shown good select of movies too and all the apps you would ever need for your tv ! And did I tell you how much I save on cable bills? I don’t have one ! Free streaming is the way of the future Vizios becomes the Best family television in my opinion...",5 out of 5 stars review
2/8/2024,the visio tv has all the bells i need 43 inch fits in my apartment just fine providing good vidual acuity connections with internet were easy and I  like easy remote control with multiple sites accessible from the remote buttons one touch.I could have gotten a bigger tv but this one is perfect for me. grandpa john.,5 out of 5 stars review
2/14/2024,"I needed a larger TV for my living room as i have a long high wall. The 40"" just didn't cut it. This is perfect with the tv/entertainment stand I bought!
I couldn't afford a Samsung or higher cost tv. Vizio's a great in-between and I'm super happy with it and the 40"" in my bedroom!",5 out of 5 stars review
1/25/2024,Works very well...Just a little problem connecting WiFi.  Once this is activated the push to talk microphone  becomes available .  I was amassed just how accurate  the voice recognition works.  My only challenge is to try to remove all the unwanted channels and streaming garbage that populated the antenna input during setup.  Very pleased and at a great price.,5 out of 5 stars review
5/13/2023,The price was awesome,5 out of 5 stars review
5/24/2023,Love this Vizio nice Tv,5 out of 5 stars review
1/28/2024,I love the size! Also how easy it was to take out the box and just plug it in. I love the picture and the sound. Beautiful Surrounded sound as well And the colors on the picture This was a great Vibe And it also connects to all of Bar speakers And Dvd player,5 out of 5 stars review
5/8/2023,Love it,5 out of 5 stars review
