date,text,stars
1/12/2024,"Good picture, easy set up.",4 out of 5 stars review
6/21/2023,It looks awesome but for some reason it randomly turns off and the Home Screen doesn’t work sometimes.,4 out of 5 stars review
9/22/2023,"Great quality, easy hookup, enjoyable",4 out of 5 stars review
10/16/2023,Not to bad love the size came from a sharp Roku tv was awesome.,4 out of 5 stars review
9/8/2023,Love this tv. Hope it lasts,4 out of 5 stars review
10/8/2023,the picture is not what i thought it would be. But it's a nice TV,4 out of 5 stars review
7/11/2023,"Both TVs were delivered promptly and in good working order.  Very good value!  The only reason I didn't give 5 stars was the prompt of a tip for the delivery driver -- suggested $50 !  To my knowledge, TVs would not be delivered by Instacart and ""Free Delivery"" is expected to be just that.  I removed the tip, but there should be no assumption or pressure to pay a tip to a delivery driver that works for Walmart (or UPS).  The expectation of a tip for performing a job (outside of the service industry where less than minimun wage is typical) is getting out of  hand!",4 out of 5 stars review
12/17/2023,Nice TV,4 out of 5 stars review
10/21/2023,"I hate smart TV's as a general rule, because I can't just turn on the TV and watch SOMETHING. I have to navigate, and therein lies the problem. Why doesn't someone make a TV for those of us who are less tech savvy??🫤",4 out of 5 stars review
7/19/2023,"Works as it should for only 3 weeks old!
I was surprised I could pick it right up!",4 out of 5 stars review
1/26/2024,"so I bought a 75 in Vizio from Walmart to great a year and a half ago got the 3-year extended plan and they don't want it back up nor stand up for their own plan I paid almost $100 for so I just got messed out of $1,000 thanks Walmart you know what the worst part is I went out and spent a little over 1400 and got a 75 and a 70 in my room now after they screwed me around on the 75 that now is useless boat anchor that they won't trade even though there's a freaking warranty",4 out of 5 stars review
2/18/2024,"I enjoy the clarity. However, I bought a smart TV to have easy access to all the streaming channels and there is no Roku. I use roku for my religious channels. also, the start button has to be pressed about 3 times before the tv will come on. Normally I prefer VIZIO to any other TV. Vizio always has a great picture and none of the usual problems you might have with other TV's.",4 out of 5 stars review
2/6/2024,"I like my TV a lot. The color is vivid and for the most part it was very easy to set up. It does need screws for the feet to stand erect. The screws weren't in the box. It wasn't delivered to my door so I had to carry it to my apt from downstairs. However, it did come early which was nice. Overall I'm pleased with the product and service.",4 out of 5 stars review
11/6/2023,Purchased this tv for my elderly mom. Like most smart TV's it was difficult to program for her because you have to download an app to program. Most elderly have no idea what that is. There should be a way to bypass this to just setup the live tv only option.,4 out of 5 stars review
1/4/2024,"I do not like the remote that comes with the tv. It is not user friendly and doesn't have a number pad. So you have to scroll back and forth to get to specific channels. 

The volume is really loud on commercials. No instruction manual was included, so I had to research how to turn on the smart settings so that the volume would automatically adjust.  Howvever, that doesn't work very good and doesn't stay on auto volume adjust.  Be prepared to watch a LOT of ads for Vizio products that are in addition to all other normal tv advertisements.  The most positive thing is that the pictur quality is great.",4 out of 5 stars review
1/2/2024,I like the picture quality and it hooked up easy to wifi with alot of internet options. But after 2 months. I came home from work and turned it on and the picture was all pink. I turned it off again and let it set for a few minutes turned back on and everything was fine. But it has me a little worried. I am like it so far. we shall see.,4 out of 5 stars review
1/13/2024,"This is a surprisingly nice tv for the cost. Picture is crisp and clear. The only thing that was weird is how long it took to turn on. Had to update the software when first turning on the tv and this took over 30 minutes to complete. Other than that, we are satisfied with the tv.",4 out of 5 stars review
1/8/2024,"I've alway been a top name brand shopper. Paying big bucks for the things I want. Always been skeptical about buying off brand, thinking I wouldn't get good sound quality and video. Well man was I wrong!!! The picture is so clear the sound is AWSOME!, especially for the price I paid. I got more than I bargained for.",4 out of 5 stars review
1/9/2024,So I went with this Vizio as I purchased 2 Samsungs and both arrived damaged. I picked this one up so I would've have to deal with the same issue. The packaging was excellent. The TV was very protected. The set up was simple no issues at all. The quality isn't bad so I am pleased with the picture quality. The sound quality impressive as well. The reason I couldn't provide a 5 star rating is because of the remote. I've never had a tv with a remote that doesn't seem to work no matter where I point it. It's very frustrating. It's like the batteries are dying and they are brand new.,4 out of 5 stars review
1/20/2024,I previously had an onn branded tv that started to develop horizontal lines on the screen so I decided it was time to upgrade. So far this Vizio tv is amazing! The speakers sound great and the colors really pop! I never realized how grey and washed out the colors on my old tv was until I got this one! It also looks and sounds even better when I hooked up my Ps5! As of right now the only thing I don't care much for is the ads on the home screen and the remote really needs a dedicated play and pause button. Otherwise im currently very happy with my purchase,4 out of 5 stars review
7/24/2023,"customers should be informed when purchasing a 4K tv that other equipment needs to be compatible in order to use this feature on the tv such as 4k dvd player, 4k hdmi compliant cables, 4k streaming service, etc., otherwise no sense in purchasing for this feature if you cant use it.",4 out of 5 stars review
8/31/2023,"Excellent picture for the price point. It has  awesome features and Apps as well. The only reason I’m giving it 4 stars is that, the volume(speakers) leave more to be desired however, if you add a vizio or your favorite brand sound bar, the movies really does comes to life. I’d definitely recommend even with adding a sound bar (as most people do with any  large TV screen purchases anyway) it’s still a great buy for a budget tv. You won’t be disappointed if you do.",4 out of 5 stars review
10/4/2023,"Overall for this price point a very good television. The picture is very good and the apps work great. Reasons for not giving 5 stars: On ""antenna"" mode the channel number does not appear on the screen and the remote control does not allow you to channel up or down, you have to constantly go to the guide in order to change channels. Also, the apps icon line on the home screen is very small compared to the other lines which seems strange.",4 out of 5 stars review
6/30/2023,It was easy to find what I wanted.  The price was reasonable and it was delivered the next day as promised.  The woman who delivered the TV saw that I was elderly and even ifferred to bring the box inside if I were unable to do so myself.  I was able to do it myself..,4 out of 5 stars review
2/9/2024,"We purchased this for a guest room.  It works well and has a good picture for the price point.  I would add that it doesn't support Directv stream, if that is your tv provider.",4 out of 5 stars review
2/7/2024,"sharp picture and easy to use. Good value for price. Sound is not as clear as it coukd be, but my understanding is these newer tvs need a sound bar, because speakers are l9cated behind the set.",4 out of 5 stars review
2/11/2024,works great but remote select button will not work unless you about break your finger. i asked for support i got the trouble shoot . I just bought a new one it was easier,4 out of 5 stars review
1/26/2024,"Nice looking and has a good picture, but Spectrum had a hard time getting it to stay connected to the Wi-Fi and you have to put the source in every time you cut it on. My older Vizio is not as difficult!",4 out of 5 stars review
1/24/2024,"Like that my tv holds up to the reputation of being a top brand for such a reasonable price. Would prefer a little more contrast in the picture, but overall its impressive.",4 out of 5 stars review
2/11/2024,The tv was really nice but I haven’t had the luck to get the tv speakers either on or they just don’t work it really sucks but lucky my soundbar works on it but if I didn’t have that I’d be outta luck,4 out of 5 stars review
1/31/2024,"Great Tv, wasn’t aware that some apps were not able to download on tv! Still have to use me fire stick for some of the streaming apps. Picture shows really well!",4 out of 5 stars review
12/20/2023,the only thing that I really don't like about it is that it does not have a timer to set that turns the TV on in the morning to function as an alarm clock. usually I would set the timer and turn the volume on the television all the way up so that it would turn on in the morning and wake me up. I'm thinking about actually getting a different TV the next go round in about a month or so and making sure that it has a timer that I can set on it to turn it on.,4 out of 5 stars review
12/12/2023,"It's a great TV with great picture. Although when I'm watching movies on disney  (just this app, I haven't tried any others) sometimes there are fades of colors that blink across the screen. Just a small annoyance. Great sound, good quality. Only had it for a week %26 some change.",4 out of 5 stars review
11/2/2023,Only one thing to complain about that I wasn't looking for when picking out this t.v.. It has legs not a stand. I have small children and can get rowdy. I don't trust the legs. Now everything else is right on point. Easy set up to phone. Easy to navigate for my less technology self. Easy to hook up Hulu. Really is a great t.v..,4 out of 5 stars review
12/8/2023,"Sharp images, good color and right size. Price point was spot on also.
The speakers have a little vibration at 25  on the sound adjustment, but not enough to override the overall experience.Second Vizio, first one twelve years old and still going strong, just wanted a larger screen size.",4 out of 5 stars review
11/3/2023,"This is my first Vizio TV.  My positives: beautiful color and clarity on the TV, easy to use remote control with voice navigation.  My negatives: 1) the free Vizio channels have waaaaaaay too many ads (every 30 seconds seems to be another annoying ad for Kevin's frozen meals).  It's quickly become too painful to watch; 2) there is no internet connectivity capability that I know of; 3) I suggest a soundbar of some sort.",4 out of 5 stars review
11/10/2023,"Great TV, once I got it, it took four days to get it, and then I had to go out 10 o'clock at night to a neighbors house and pick it up because they delivered it to the wrong address and they called me and said hey, we have a TV for you here sitting outside",4 out of 5 stars review
10/10/2023,worked right out of box. beautiful picture and sound. Have been using for only 3 months. No problems so far,4 out of 5 stars review
8/27/2021,"It's still on the box unopened because we're doing a room addition that is not completely done that it will go on; however,  box was very dirty and a few dings",4 out of 5 stars review
5/6/2022,Great  size  for  a  sitting area.  Not too big   with a  great  picture!,4 out of 5 stars review
1/4/2024,Great for the price sound is on the quieter side its good but im a bit hard of hearing so its not loud enough for me but my friends who are not deaf from old age say it’s not bad.,4 out of 5 stars review
1/7/2024,It was very easy to order the TV. The only problem we encountered was that it was not in stock. I was told that it would be delivered on a certain day and then unexpectedly it was delivered while I was not home.,4 out of 5 stars review
8/9/2023,"after owning for a few months, the only real problem that I have with this tv is the sound. it reminds me of the sound quality from the early 90s. 
other than that its a worth the price I paid.",4 out of 5 stars review
1/20/2024,So far I'm enjoying the New Vizio tv. Totally different operating system from Roku. But we are enjoying the difference and learning it. Love the size up from my 65 inch.,4 out of 5 stars review
8/19/2023,so the tv is beautifully done i like that but i used to have direct tv and it will not work with this tv only roku. however this tv is much better on disgn and quality over the vizio for sure .,4 out of 5 stars review
12/28/2023,"There does not seem a way to download the ""Xfinity Stream"" app.  We have to use an old cell phone and a chromecast  device. 

Otherwise good picture and responsive in tuning",4 out of 5 stars review
12/30/2023,"Incredible resolution, and insane channel-selecting speed. 4 stars only because of a small dent on the edges, but being completely honest I have 0 regrets on this tv.",4 out of 5 stars review
12/25/2023,"the picture quality  is great from the front. The picture quality from the side view is faded out when walking into the room.
I am happy with it overall",4 out of 5 stars review
10/4/2023,"Great value for 55"" Smart TV.  Next day delivery by Uber was great.  TV has an excellent picture quality and many features that are really cool.  Initial setup took some time and effort to get right.  I am pleased with the results and would recommend it to friends.",4 out of 5 stars review
7/17/2023,"Set up process was annoying! Tells you to download app to pair etc and the app wouldn't pair with the TV. I brought this because it advertised working with other home gadgets i.e. Alexa, Google home etc. it legit does not work with my Alexa and I'm beyond frustrated. I've tried re-pairing multiple times and still gives trouble. Other than that pretty good picture quality, loud enough that I didn't need sound system /bar.",4 out of 5 stars review
8/12/2023,"Picture is good, but could be a bit sharper. Be sure and think through about how BIG a 70” tv really is! I love being able to see a show clearly from across the room, but now having a hard time finding a cabinet it will fit. Probably should have gone with a 65” and/or bought the cabinet first.",4 out of 5 stars review
6/28/2023,"You can mute the picture instead of the sound by holding the mute button down for a few seconds! EXCELLENT! I love going to sleep to my shows audio without the flashing. Great for tinnitus. Otherwise, a great value for it's features. I can watch local channels right in the guide as well. Picture is lacking somewhat viewed from the side, however there are settings for that too. I purchased a sound bar. You probably should too. I'm very satisfied with this one! Great picture, get a 70 watt or higher sound bar. This TV uses 98 watts.",4 out of 5 stars review
4/7/2023,Good quality TV. Superb picture quality. Great price. However the Smartcast doesn't work so I don't get the full experience. Tried resetting and other troubleshooting steps but to no avail. Other than that this is an excellent TV. Voice remote works great. Sound quality is crisp. All in all its a great bargain.,4 out of 5 stars review
8/8/2023,Installation with an existing wall mount went well. Setup with our wifi was easy. The picture is fabulous and sharp.  This replaces a TV with a fire stick and I have to say that because we had multiple dire sticks it was more labor intensive to set up all the apps than just setting them up on a fire stick so there's going to be a little curve for getting used to it but overall I think it's a nice TV for the price.,4 out of 5 stars review
9/14/2023,"this is my 2nd purchase of 55"" vizio v-series smart tv, great tv for the price, great picture quality, sound is good when connected to vizio v- series sound bar and sub woofer. The first tv lasted about 5 years until the picture quality and color started messing up. I figured it was time to get a nother one.",4 out of 5 stars review
8/10/2023,"So far I love it. Has a great picture but the speakers could be better. Had to turn it up to 54 to hear it and it was not noisy in my house at all. My son said I need a sound bar. I wish it had vivid, game, movies but it only has bright, brighter and dim for the picture settings. The picture quality is great though and the set up was easy. I really like Vizios customer service which is why I leaned toward this tv versus others",4 out of 5 stars review
8/10/2023,i really like the tv. The delivery of it was terrible. The driver put it directly in front of the door so i could not get out of the house and they laid it face down... which clearly says do not lay it face down on the box. The tv has a beautiful picture and it was a breeze to set up and start watching. Great tv for the price!,4 out of 5 stars review
7/30/2023,"when trying to set the tv up it never would go through kept repeating the cycle. Eventually the the tv went out and I had to call vizio for them to come out and fix it. Someone was here within a week and got it working, they had to replace the switch borad in the back. They were very nice and professional.",4 out of 5 stars review
7/20/2023,"Utilized free delivery, setup delivery date(Friday) and said deliver after3 (ordered on a Wednesday). Got a text that it would be delivered in 15 minutes at 1030 am on a Thursday. Rushed home to find the wind had blown the box over and was starting to rain. TV works but what a horrible experience.",4 out of 5 stars review
6/27/2023,"I purchased this TV to replace an LG TV I had to replace (cracked screen). It was about half the price of the LG TV, but the screen quality is the same. The only thing I find lacking so far is the app Interface doesnt remember your most commonly used apps, so I always have to scroll through each app to select the one I wish to open.",4 out of 5 stars review
10/9/2023,"I've bought more than a few TVs from Walmart, but THIS time, the problem was, each time I selected and purchased a TV, the transaction had yo be cancelled because the TV was not in stock, as advertised online. Then the THIRD time, the TV arrived damaged. Finally, the 4th purchase resulted in my new Vizio TV!! I surely could have gone to  competitors after so many false starts, but I stuck with Walmart.",4 out of 5 stars review
7/8/2023,"I really like my Vizio 50 inch smart TV. I don’t have to use my Roku anymore. All the streaming channels are right on the TV. The color is good. Sometimes when I go to start it in the morning hesitates, I have to shut it off and then start it again. Other than that I really have no problem with it. And the price is excellent.",4 out of 5 stars review
9/20/2023,"Picture is great. One cannot get MLB on Vizio's, so if you have MLB, you will need an Apple TV unit or something like it to watch. Base is very cheap but it works. Cord is short. Everything is a little cheaper than say a Samsung. Good value, however. I do recommend with the above notes.",4 out of 5 stars review
7/21/2023,"Overall the picture quality is great and even though I like being able to adjust color tint, sharpness, color intensity and contrast, this TV does not offer those features. However, the preset picture options are fine. The only thing that I don’t like is the lack of printed instructions and the fact that smart TVs are focused on streaming services. Set up was a pain, so I guess what I really wanted was a “dumb” TV which are no longer available",4 out of 5 stars review
10/5/2023,The TV is nice with a clear picture.  Very easy to pair Bluetooth accessories. My only concern is now that I've had the TV for a few months I am seeing some quirks. Every other time I turn the TV on it doesn't connect to the wireless internet and I get a Server 500 error.   I have to restart the TV once maybe twice for it to connect. The issue isn't the wireless internet because I have other devices connected and those other devices don't have an issue. Overall I would recommend this TV.  The minor quirks don't take away from the positive aspects.,4 out of 5 stars review
1/29/2024,"easy menu and almost seamless pairing with smart phone. the remote is tempermental but other than that, great picture quality",4 out of 5 stars review
2/9/2024,So easy to set up. Plug it in and in a few minutes it was going pretty much all on its own. All I did was answer the screen prompts!,4 out of 5 stars review
2/7/2024,"I did  not Like 
 Netflix app always  after recent apps. Always.
I like recent apps ( total 8 Apps) that help in browsing.",4 out of 5 stars review
2/3/2024,"Enjoying the voice command, picture ok, not super sharp.  Sound ok too.  Will be better with sound bar",4 out of 5 stars review
1/27/2024,The tv is a lot lighter compared to others. I like that the set up was very easy and fast. Really recommend this tv,4 out of 5 stars review
1/27/2024,"I love the TV, sometimes the picture blurs but I think I need to adjust the settings. It was way to setup and connect to my network",4 out of 5 stars review
10/27/2023,"The volume doesn’t get the loudest. Volume 50-100 literally sounds the same it doesn’t get no louder fr. but really nice tv, I’m gonna get a sound bar to fix the volume bc I like my tv loud for movies and music",4 out of 5 stars review
12/15/2023,"Nice TV with a good picture. Only a couple small problems.......
- sometimes I have to power cycle the TV because the colors are off
- The apps are all very very slow",4 out of 5 stars review
11/20/2023,"It’s a great tv, awesome picture quality but the only con I have is the volume doesn’t get that loud I had to get a sound bar to be able to hear the shows or movies I was watching without the volume being at like 60-70",4 out of 5 stars review
11/28/2023,"This tv is great, but if you have cable you will need to have your provider update your service. It only takes a few minutes. Also, you can use your regular remote once you update.",4 out of 5 stars review
10/29/2023,Overall I am happy with the purchase. It does just about everything I would expect. Did not like that I could not add the Spectrum app. If I want to watch it I stream and project from my phone to the TV.,4 out of 5 stars review
11/26/2023,So far was a great tv the only issue I had was the first week it was acting slow when I pressed a button on the remote it would delay and also I could not connect to Apple Play.,4 out of 5 stars review
11/15/2023,The Vizio 75 inch tv is beautiful and big and shows amazing. The only problem is that the tv cord that plugs in the wall and back of tv comes out to easy like you can't touch it. I hope in the future they improve on that cord.,4 out of 5 stars review
11/13/2023,"I like this new TV quite a bit. My daughter seems to think that the audio is a little low quality, but it doesn’t seem to bother me. Other than that I’m very happy with my purchase.",4 out of 5 stars review
12/9/2023,Great color and clarity. The one issue is the delayed response when you first turn on after a couple of weeks it seems to take too long catching up or updating? TV works great any other time.,4 out of 5 stars review
10/27/2023,"The picture is awesome, it was easy to mount. Kids think is is the best haha. BUT for some reason it keeps disconnecting from wifi, so I had to use and ethernet cable, otherwise it is a great buy",4 out of 5 stars review
11/28/2023,It looks and sounds good for the price.  Hesitated at first but once we finished setting it up now I believe it’s worth it.  It’s not complicated to set it up.,4 out of 5 stars review
1/21/2024,the tv is great but the built in speakers are weak,4 out of 5 stars review
6/4/2022,"I like almost everything about this TV, but there is a BUT... Check out review on this TV on my YouTube channel ""Try it yourself""",4 out of 5 stars review
1/5/2024,"It was delivered quick and on time. I just had to help the delivery woman, due to the package being huge and her not having a partner nor a dolly!",4 out of 5 stars review
7/29/2023,"I chose this as my Livingroom/Gaming TV, it's a nice starter TV, good quality and Kept up with the times. B rating.",4 out of 5 stars review
7/23/2023,The picture quality is nice for the price. The sound quality is not that great so I purchased a small sound bar.,4 out of 5 stars review
12/30/2023,"Great job delivering to the correct door. I just wish the TV was covered in plastic, as it was raining.",4 out of 5 stars review
12/31/2023,The set up of the legs were a little rough to put together at first but the quality of the tv is perfect. I’m very pleased,4 out of 5 stars review
7/23/2023,great quality. we had to change the sound settings because it was really low at first but other than that no complaints,4 out of 5 stars review
1/14/2024,"never gonna get it delivered again. Took forever l, driver kept canceling, never updated me had to constantly call.",4 out of 5 stars review
12/28/2023,"We like the picture and features, but the remote does not have the options/buttons that our older set had.  
I gave 4 stars due to the remote.",4 out of 5 stars review
12/28/2023,"good picture quality from all angles,
TV speakers are very weak, but, I expected that because they want to sell you the ""sound bar"".",4 out of 5 stars review
5/9/2023,"Its better than most in price rang. better then tcl and hiesnce. back light up brightness dow. matches macbookpro screen. cant beat 70 inches for $500. also have 40"" for comp monitor.",4 out of 5 stars review
6/2/2023,"while this is a nice TV the set up was quite frustrating cycling through recent updates 3 times. Then logging into apps required way too many steps between TV, mobile amd PC.",4 out of 5 stars review
5/31/2023,Nice clear picture and true color. Found it a little difficult to set up when you are not tech savy. Volume has to be at higher setting than my other tv.,4 out of 5 stars review
6/14/2023,"Set up was fairly user friendly , picture quality is good , a very good tv for the price . Delivery was on time and box was undamaged .
I would happily recommend this unit .",4 out of 5 stars review
9/14/2023,I like the way that u can order through the app...and have the option to buy extra protection for your purchase..and i dislike that you guys cant delivery tvs...i dont know why you are offering a delivery services...,4 out of 5 stars review
9/25/2023,love the t.v. only complaint is i stream xfinity and can't get on here. My other smart t.v. i was able to just load it from the apps but this one doesn't have the option that i can find,4 out of 5 stars review
10/4/2023,Definitely was happy with my purchase especially the price! I think the only thing that I wasn't happy with about this tv is that it does not have a web browser,4 out of 5 stars review
7/5/2023,"The TV serves its purpose, but I was dissapointed to discover that Vizio does not have the ESPN app built in.  So I'm still using an apple TV device with my smart tv.",4 out of 5 stars review
10/19/2023,"The quality in price and the TV itself, is amazing!  the picture and sound are superb!  I wear glasses, but the picture is so great that i dont have to while im watching.",4 out of 5 stars review
8/19/2023,"Good product, love the tv. Smart tvs are the best thing ever. My only issue is I think it needs better sound. I have other brands and they seem fine. I am seriously thing of a sound bar with this one.",4 out of 5 stars review
9/10/2023,"This my 5th Vizio tv and sound bars. Good products. The pic on this tv is not the sharpest colors but at the price i cant complain. I got same day delivery,wow!",4 out of 5 stars review
9/14/2023,"I think it's a really good TV. There are some lighter spots near the edge of the screen but you cant see it while watching TV, only when the screen is black backlit. Otherwise the picture is really nice. Great purchase for the price.",4 out of 5 stars review
7/20/2023,"It is a nice size tv for our bedroom! I
Like the picture, have trouble with finding my apps, it just does things differently than our old tv, which was easy to use! I just think it is me not understanding the technical side! Very pleased however!",4 out of 5 stars review
7/24/2023,Second time buying a Vizio tv. Very pleased so far. Remote a little too sensitive. Hope it lasts longer than my previous Vizio-only lasted four years.,4 out of 5 stars review
7/10/2023,Easy to set up.  Wasn't sure how to get Xfinity working but figured it out after a while.  Still have to use Xfinity remote for some things Visio set up,4 out of 5 stars review
9/16/2023,"Good price, but it's all plastic and I've never seen a tv with a remote with no record button.  Perhaps the streaming services are subsidizing the production of this hardware...?",4 out of 5 stars review
10/17/2023,"Great color, picture, size, options for this smart tv! I have had great success with Vizio and hope this will last as long. I did get the additional warranty too",4 out of 5 stars review
10/9/2023,This is a very good tv. Bought it to replace one just like it when someone broke the screen on my other one. My only complaint is the volume doesn't seem to sound as good as the previous model.,4 out of 5 stars review
10/11/2023,"So far so good, it's had to reboot a few times but other than that it's a great picture. The volume has to be really high to get a nice sound.  For the price it works.",4 out of 5 stars review
7/18/2023,"Nice %26 big TV for the price.  Pic quality is OK.  The remote control is like the most basic one without many useful functions like back to the previous channel, can’t jump to a channel, etc.",4 out of 5 stars review
7/4/2023,"i like this tv, but it isn't as clear %26 bright as other types of tv's i've seen.  i'll probably need to keep fiddling with the settings to get it to look the way i want.",4 out of 5 stars review
10/1/2023,"The timely manner in which your delivery came,  outstanding service.  Although your price is not right in alot of situations this time it was.  NOW WORK ON LOWERING GOLF BALL PRICES 4 ME.",4 out of 5 stars review
8/24/2023,"Just moved to the area, had to purchase 2 TV's.  We bought a 70"" VizeoClass V-Series 4K UHD LED and a Samsung 50"" 4K UHD.  The Samsung was more complicated to operate, but has a MUCH better picture than the Vizeo.  Overall we are happy with both.",4 out of 5 stars review
7/6/2023,"So. far I am satisfied with my purchase. It arrived as stated….well packaged.
As far as the roqu service, it is so much better than my previous service 
I will order again. Thanks",4 out of 5 stars review
5/6/2023,"Great TV for the price, but had to replace my previous Vizio TV with this  slighter later Vizio model that was available for an even lower price. My Previous Vizio TV crashed a few months after the Warranty was up. The previous model was quirky off and on. I had to hard reset it often because it had screen and power issues. We'll see how this new model works out.",4 out of 5 stars review
5/29/2023,Love the Vizio. Brilliant colors. The delivery sucked!!! Got a message that it was out for delivery at 5:00 (we live 30 minutes from the store) and it arrived at 7:15. I called the driver with no response and the store told me it could be 4-8:00. I’ll go pick it up myself next time.,4 out of 5 stars review
6/27/2023,"I like almost everything about this tv, especially given the price. My only two complaints are that I have to forget and re-pair Bluetooth headphones because the audio glitches if I don't (none of my headphones have this problem with other smart devices or tvs). And secondly, the menu for the smart tv is not very user friendly. There seems to be no way to make a favorites list of my most used apps. The picture quality is great, and I have no complaints about the quality of the audio through the built in speakers",4 out of 5 stars review
6/25/2023,"Ended up being four stars but started as one star.   

There was a firmware update that took 2.5 hours to determine and update. Once I got a hold of a service center manager (went through Level 1 %26 2 personnel to get there) which knew my internet provider's firewall was blocking the update, he quickly walked me through the steps and fixed - using my cell phone's hot spot.  

Love the tv's picture.",4 out of 5 stars review
4/10/2023,"this was a very good deal by price.  SmartTV wasn't my actual goal, but it IS a Smart TV...which means if you like your ROKU stick..this isn't the TV for you.  I miss the ROKU format...so far, I can't set the 'home screen' to my liking...and there are entirely too many options I'll just never use.  The picture is fine..HD...the volume is questionable.  It seems to get super soft/lout for random reasons.  I've tried tweaking some audio settings, and it seems better than when we plugged it in.  It's light, and our old mount fits great...it does NOT work with our old DVD player that connects with the R-Y-W plugs...but the new DVD player i then bought, with a HDMI cable works great.  the biggest issue right now, is that it goes back to the home...",4 out of 5 stars review
3/7/2023,Delivery went well next day from Zephyrhills Walmart easy set up good value obviously not as good as my Sony in the living room picture is above average sound decent great TV for bedroom I wouldn't buy a vizeo for my main TV though I would stick to high end Sony Samsung or LG hopefully I will get over 5 years out of it tried my PS5 definitely not as good as my Sony,4 out of 5 stars review
4/28/2023,"Decently bright, but I don't have access to a lot of 4K content so I can't comment on native 4K. Upscaled 1080i/p and 720p looks fine.
Voice control through included remote is a nifty feature.
Suite of installed apps includes things like YouTube and Netflix.

Comments:
It comes in a huge box, but is surprisingly lightweight for its size. 
If you have short arms, you might want to get a long-armed friend to help you in moving it around, as it's not so much heavy but awkward.
Also, if you are not wall-mounting this set, pay careful attention when installing the feet, as they are very similar but not interchangeable.",4 out of 5 stars review
3/20/2023,"The television is easy to set up and use, however, I am disappointed in the picture. It is not as clear and vibrant as the Sanyo it replaced. The pictures are clear in the center front, but the backgrounds are often hazy and a little washed out. The colors are not as bright as I would like.",4 out of 5 stars review
1/24/2024,"So far, it is good for the last 2 weeks. The volume is a bit lower than my old tv.",4 out of 5 stars review
2/17/2024,has a great picture 4k is awesome 👌,4 out of 5 stars review
